Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
TE,Tyler Kroft,2500,Sea@Cin 01:00PM ET,0,Cin
TE,C.J. Uzomah,2500,Sea@Cin 01:00PM ET,0,Cin
TE,Demetrius Harris,2500,Chi@KC 01:00PM ET,0,KC
TE,Mitchell Henry,2500,Den@Oak 04:25PM ET,0,Den
TE,Nick Boyle,2500,Cle@Bal 01:00PM ET,2.025,Bal
TE,Kennard Backman,2500,StL@GB 01:00PM ET,0,GB
TE,Troy Niklas,2500,Ari@Det 04:05PM ET,0,Ari
TE,Phillip Supernaw,2500,Buf@Ten 01:00PM ET,0,Ten
TE,Jesse James,2500,Pit@SD 08:30PM ET,0,Pit
TE,Derek Carrier,2500,Was@Atl 01:00PM ET,1.65,Was
TE,Geoff Swaim,2500,NE@Dal 04:25PM ET,1,Dal
TE,E.J. Bibbs,2500,Cle@Bal 01:00PM ET,0,Cle
TE,Khari Lee,2500,Chi@KC 01:00PM ET,0,Chi
DST,Bears ,2400,Chi@KC 01:00PM ET,2.5,Chi
DST,49ers ,2400,SF@NYG 08:30PM ET,4,SF
DST,Redskins ,2400,Was@Atl 01:00PM ET,6.5,Was
DST,Rams ,2300,StL@GB 01:00PM ET,9.75,StL
DST,Saints ,2200,NO@Phi 01:00PM ET,4.75,NO
