Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
WR,Brandon Coleman,3000,NO@Was 01:00PM ET,4.433,NO
RB,Michael Burton,3000,Det@GB 01:00PM ET,0.388,Det
WR,Albert Wilson,3000,KC@Den 04:25PM ET,5.75,KC
WR,Matt Hazel,3000,Mia@Phi 01:00PM ET,0,Mia
WR,Keith Mumphery,3000,Hou@Cin 08:30PM ET,3.363,Hou
WR,J.J. Nelson,3000,Ari@Sea 08:30PM ET,2.25,Ari
WR,Cecil Shorts III,3000,Hou@Cin 08:30PM ET,12.18,Hou
WR,Andre Holmes,3000,Min@Oak 04:05PM ET,4.338,Oak
WR,Corey Fuller,3000,Det@GB 01:00PM ET,1.157,Det
WR,Geremy Davis,3000,NE@NYG 04:25PM ET,0.456,NYG
WR,Cameron Meredith,3000,Chi@StL 01:00PM ET,2.917,Chi
RB,Jerick McKinnon,3000,Min@Oak 04:05PM ET,2.2,Min
RB,Jay Ajayi,3000,Mia@Phi 01:00PM ET,4.1,Mia
WR,Chris Conley,3000,KC@Den 04:25PM ET,4.5,KC
RB,Tre Mason,3000,Chi@StL 01:00PM ET,2.817,StL
WR,Sammie Coates,3000,Cle@Pit 01:00PM ET,0.35,Pit
RB,Ka'Deem Carey,3000,Chi@StL 01:00PM ET,0.7,Chi
WR,Rashad Ross,3000,NO@Was 01:00PM ET,3.1,Was
WR,Ty Montgomery,3000,Det@GB 01:00PM ET,7,GB
WR,Marqise Lee,3000,Jax@Bal 01:00PM ET,4.1,Jax
WR,DeVante Parker,3000,Mia@Phi 01:00PM ET,1.271,Mia
RB,Alonzo Harris,3000,Det@GB 01:00PM ET,0.38,GB
WR,Tyler Lockett,3000,Ari@Sea 08:30PM ET,7.8,Sea
RB,Aaron Ripkowski,3000,Det@GB 01:00PM ET,0.35,GB
WR,Bradley Marquez,3000,Chi@StL 01:00PM ET,0.35,StL
RB,Raheem Mostert,3000,Jax@Bal 01:00PM ET,0,Bal
WR,Jeremy Butler,3000,Jax@Bal 01:00PM ET,0,Bal
TE,Richard Rodgers,3000,Det@GB 01:00PM ET,9.688,GB
WR,De'Anthony Thomas,3000,KC@Den 04:25PM ET,4.625,KC
RB,Bishop Sankey,3000,Car@Ten 01:00PM ET,6.029,Ten
WR,Cody Latimer,3000,KC@Den 04:25PM ET,0,Den
WR,Brittan Golden,3000,Ari@Sea 08:30PM ET,0,Ari
WR,Cordarrelle Patterson,3000,Min@Oak 04:05PM ET,0.488,Min
RB,Trey Williams,3000,Dal@TB 01:00PM ET,0,Dal
RB,Damien Williams,3000,Mia@Phi 01:00PM ET,2.625,Mia
WR,Seth Roberts,3000,Min@Oak 04:05PM ET,5.25,Oak
RB,Cameron Artis-Payne,3000,Car@Ten 01:00PM ET,0.775,Car
WR,Lucky Whitehead,3000,Dal@TB 01:00PM ET,0.886,Dal
WR,Jaelen Strong,3000,Hou@Cin 08:30PM ET,5.2,Hou
WR,Adam Thielen,3000,Min@Oak 04:05PM ET,2.575,Min
WR,Mario Alford,3000,Hou@Cin 08:30PM ET,0,Cin
WR,Taylor Gabriel,3000,Cle@Pit 01:00PM ET,4.967,Cle
WR,Jeff Janis,3000,Det@GB 01:00PM ET,1.238,GB
WR,Donteea Dye,3000,Dal@TB 01:00PM ET,2.625,TB
DST,Vikings ,2800,Min@Oak 04:05PM ET,7.625,Min
DST,Ravens ,2800,Jax@Bal 01:00PM ET,5.5,Bal
TE,Owen Daniels,2800,KC@Den 04:25PM ET,8.388,Den
TE,Crockett Gillmore,2800,Jax@Bal 01:00PM ET,10.367,Bal
TE,Austin Seferian-Jenkins,2800,Dal@TB 01:00PM ET,17.95,TB
DST,Eagles ,2700,Mia@Phi 01:00PM ET,10.5,Phi
TE,Jordan Cameron,2700,Mia@Phi 01:00PM ET,6.538,Mia
TE,Larry Donnell,2700,NE@NYG 04:25PM ET,7.913,NYG
DST,Texans ,2600,Hou@Cin 08:30PM ET,6.25,Hou
DST,Chiefs ,2600,KC@Den 04:25PM ET,7.25,KC
DST,Jaguars ,2600,Jax@Bal 01:00PM ET,5.375,Jax
DST,Cowboys ,2500,Dal@TB 01:00PM ET,4.5,Dal
DST,Dolphins ,2500,Mia@Phi 01:00PM ET,6.5,Mia
DST,Buccaneers ,2500,Dal@TB 01:00PM ET,7.125,TB
DST,Redskins ,2500,NO@Was 01:00PM ET,7,Was
TE,Mike Leach,2500,Ari@Sea 08:30PM ET,0,Ari
TE,Craig Stevens,2500,Car@Ten 01:00PM ET,1.838,Ten
TE,Marcedes Lewis,2500,Jax@Bal 01:00PM ET,2.225,Jax
TE,Vernon Davis,2500,KC@Den 04:25PM ET,5.343,Den
TE,Scott Chandler,2500,NE@NYG 04:25PM ET,3.95,NE
TE,Matt Spaeth,2500,Cle@Pit 01:00PM ET,0.2,Pit
TE,Clark Harris,2500,Hou@Cin 08:30PM ET,0,Cin
TE,Anthony Fasano,2500,Car@Ten 01:00PM ET,5.9,Ten
TE,Brent Celek,2500,Mia@Phi 01:00PM ET,3.263,Phi
